sample_index,split,reference,sampling_rate,audio_num_samples,audio_duration_sec,whisper_tiny_output,whisper_tiny_latency_sec,whisper_tiny_wer,whisper_base_output,whisper_base_latency_sec,whisper_base_wer,whisper_small_output,whisper_small_latency_sec,whisper_small_wer,whisper_medium_output,whisper_medium_latency_sec,whisper_medium_wer,whisper_large_v3_output,whisper_large_v3_latency_sec,whisper_large_v3_wer,whisper_large_v3t_output,whisper_large_v3t_latency_sec,whisper_large_v3t_wer,gemma3n_e2b_output,gemma3n_e2b_latency_sec,gemma3n_e2b_wer,gemma3n_e4b_output,gemma3n_e4b_latency_sec,gemma3n_e4b_wer,vosk_small_en_us_output,vosk_small_en_us_latency_sec,vosk_small_en_us_wer,vosk_model_en_us_output,vosk_model_en_us_latency_sec,vosk_model_en_us_wer
1790,test.clean,ONE OF THE SAILORS LED ME TO THE AFTERDECK WHERE I STOOD IN THE PRESENCE OF A SMART LOOKING OFFICER WHO EXTENDED HIS HAND TO ME,16000,124240,7.765,"One of the sailors led me to the after-deck, where I stood in the presence of a smart-looking officer who extended his hand to me.",0.22542531602084637,0.07692307692307693,"One of the sailors led me to the afterdeck, where I stood in the presence of a smart looking officer who extended his hand to me.",0.2286944119259715,0.0,One of the sailors led me to the afterdeck where I stood in the presence of a smart-looking officer who extended his hand to me.,0.29939541034400463,0.0,One of the sailors led me to the after-deck where I stood in the presence of a smart-looking officer who extended his hand to me.,0.4704641904681921,0.07692307692307693,one of the sailors led me to the after deck where i stood in the presence of a smart-looking officer who extended his hand to me,0.6104452842846513,0.07692307692307693,"One of the sailors led me to the after deck, where I stood in the presence of a smart-looking officer who extended his hand to me.",0.24255830887705088,0.07692307692307693,One of the sailors led me to the afterdeck where I stood in the presence of a smart-looking officer who extended his hand to me.,5.112840977497399,0.0,"One of the sailors led me to the afterdeck, where I stood in the presence of a smart-looking officer who extended his hand to me.",5.930447268299758,0.0,one of the sailors led me to the after dec where i stood in the presence of a smart looking officer who extended his hand to me,2.244516453705728,0.07692307692307693,one of the sailors led me to the after deck where i stood in the presence of a smart looking officer who extended his hand to me,2.7433716133236885,0.07692307692307693
1791,test.clean,NAY NAY LORDING ANSWERED WARRENTON WITH A HALF LAUGH,16000,71760,4.485,"Nae, Nae, Lordean, answered warranting with a half-lap.",0.15427833329886198,0.5555555555555556,"Nay, nay, lording, answered warrant and with a half laugh.",0.18049242161214352,0.2222222222222222,"Nay, nay, Lording, answered Warranton with a half laugh.",0.1994213405996561,0.1111111111111111,"Nay, nay, Lording,"" answered Warrington with a half laugh.",0.3159845657646656,0.1111111111111111,nay nay lording answered warrenton with a half laugh,0.3740753075107932,0.0,nay nay lording answered warrenton with a half laugh,0.19777762424200773,0.0,"नहीं, नहीं, लॉर्डिंग, आंसर्ड वॉरेंटन विद अ हाफ लाफ।",5.062710951082408,2.111111111111111,"Nee, nee, Lording,"" answered Warrington with a half laugh.",4.000900864601135,0.3333333333333333,nay nay lording answered weren't and with a half laugh,1.6008991040289402,0.2222222222222222,ne ne lording answered warrington with a half laugh,2.5582957435399294,0.3333333333333333
1792,test.clean,IF I GO TO MEETING AT ALL I LIKE BEST TO SIT IN THE QUIET OLD HOUSE IN GERMANTOWN WHERE THE WINDOWS ARE ALL OPEN AND I CAN SEE THE TREES AND HEAR THE STIR OF THE LEAVES,16000,174880,10.93,"If I go to meeting at all, I like best to sit in the quiet old house in Germantown where the windows are all open and I can see the trees and hear the stir of the leaves.",0.27525950130075216,0.0,"If I go to meeting at all, I like best to sit in the quiet old house in Germantown, where the windows are all open and I can see the trees, and hear the stir of the leaves.",0.31568207032978535,0.0,"If I go to meeting at all, I like best to sit in the quiet old house in Germantown, where the windows are all open and I can see the trees and hear the stir of the leaves.",0.38233697693794966,0.0,"If I go to meeting at all, I like best to sit in the quiet old house in Germantown where the windows are all open and I can see the trees and hear the stir of the leaves.",0.6327879652380943,0.0,if i go to meeting at all i like best to sit in the quiet old house in germantown where the windows are all open and i can see the trees and hear the stir of the leaves,0.7498651389032602,0.0,if i go to meeting at all i like best to sit in the quiet old house in germantown where the windows are all open and i can see the trees and hear the stir of the leaves,0.264526872895658,0.0,"If I go to meeting at all, I like best to sit in the quiet old house in Germantown, where the windows are all open and I can see the trees and hear the stir of the leaves.",7.237954697571695,0.0,"If I go to meeting at all, I like best to sit in the quiet old house in Germantown, where the windows are all open and I can see the trees and hear the stir of the leaves.",8.149356871843338,0.0,if i go to meeting at all i like best to sit in the quiet old house in german town where the windows are all open and i can see the trees and hear the stir of the leaves,2.550734897144139,0.05263157894736842,if i go to meeting at all i like best to sit in the quiet old house in germantown where the windows are all open and i can see the trees and hear the stir of the leaves,4.608053076080978,0.0
1793,test.clean,THIS PASSAGE THEN BEARS OUT THE FACT THAT ALL MEN ARE SOLD UNDER SIN,16000,77680,4.855,This passage then bears out the fact that all men are sold under sin.,0.139876420609653,0.0,This passage then bears out the fact that all men are sold under sin.,0.15865794103592634,0.0,This passage then bears out the fact that all men are sold under sin.,0.2210313156247139,0.0,"This passage, then, bears out the fact that all men are sold under sin.",0.3393708160147071,0.0,this passage then bears out the fact that all men are sold under sin,0.3914220854640007,0.0,this passage then bears out the fact that all men are sold under sin,0.19332883041352034,0.0,This passage then bears out the fact that all men are soulless in sin.,3.1180678391829133,0.14285714285714285,This passage then bears out the fact that all men are sold in Dresden.,3.1124151591211557,0.14285714285714285,this passage then bears out the fact that all men are sold under sin,1.6916895173490047,0.0,this passage then bears out the fact that all men are sold under sin,1.7390936333686113,0.0
1794,test.clean,PEOPLE SUFFER IN THE LIGHT EXCESS BURNS,16000,73760,4.61,"People suffer in the light, excess burns.",0.11747992038726807,0.0,"People suffer in the light, excess burns.",0.13821010664105415,0.0,"People suffer in the light, excess burns.",0.17044317070394754,0.0,People suffer in the light. Excess burns.,0.27547282725572586,0.0,people suffer in the light excess burns,0.321998393163085,0.0,People suffer in the light. Excess burns.,0.21053411159664392,0.0,People suffer in the light. Excess burns.,1.8026014883071184,0.0,People suffer in the light. Excess burns.,1.9895368479192257,0.0,people suffer in the light excess burns,1.4253677986562252,0.0,people suffer in the light excess burns,1.7181206746026874,0.0
1795,test.clean,THE PARLIAMENT AND THE SCOTS LAID THEIR PROPOSALS BEFORE THE KING,16000,76880,4.805,The Parliament and the Scots laid their proposals before the King.,0.12111918441951275,0.0,The Parliament and the Scots laid their proposals before the King.,0.13821416907012463,0.0,The Parliament and the Scots laid their proposals before the King.,0.1848197216168046,0.0,The Parliament and the Scots laid their proposals before the King.,0.29329448845237494,0.0,The Parliament and the Scots laid their proposals before the King.,0.3756450489163399,0.0,The Parliament and the Scots laid their proposals before the King.,0.18971112836152315,0.0,The parliament and the Scots laid their proposals before the king.,2.300982551649213,0.0,The parliament and the Scots laid their proposals before the king.,2.556129219941795,0.0,the parliament and the scots late their proposals before the king,1.4679720299318433,0.09090909090909091,the parliament and the scots laid their proposals before the king,1.4557352270931005,0.0
1796,test.clean,NONSENSE OF COURSE I CAN'T REALLY SING EXCEPT THE WAY MY MOTHER AND GRANDMOTHER DID BEFORE ME,16000,86480,5.405,"nonsense. Of course I can't really sing, except the way my mother and grandmother did before me.",0.1766528505831957,0.0,nonsense of course I can't really sing except the way my mother and grandmother did before me,0.2028433559462428,0.0,"Nonsense, of course I can't really sing, except the way my mother and grandmother did before me.",0.29734405037015676,0.0,"Nonsense. Of course I can't really sing, except the way my mother and grandmother did before me.",0.38077112659811974,0.0,"Nonsense! Of course I can't really sing, except the way my mother and grandmother did before me.",0.49413907807320356,0.0,nonsense of course i can't really sing except the way my mother and grandmother did before me,0.24577860720455647,0.0,"Nonsense. Of course I can't really sing, except the way my mother and grandmother did before me.",4.229587951675057,0.0,"Nonsense. Of course I can't really sing, except the way my mother and grandmother did before me.",4.7880774307996035,0.0,nonsense of course i can't really sing except the way my mother and grandmother did before me,1.8154300292953849,0.0,nonsense of course i can't really sing except the way my mother and grandmother did before me,1.9635745454579592,0.0
1797,test.clean,AND IT IS MADE OF MOTHER'S BEST YARN AND SHE KNITTED IT HERSELF AND EVERYBODY WANTS TO GET IT AWAY FROM ME,16000,131520,8.22,"and it is made of mother's best yarn, and she knitted it herself, and everybody wants to get it away from me.",0.19454713631421328,0.0,"And it is made of Mother's best yarn, and she knitted it herself, and everybody wants to get it away from me.",0.21260362211614847,0.0,"And it is made of mother's best yarn, and she knitted it herself, and everybody wants to get it away from me.",0.32296338584274054,0.0,it is made of mother's best yarn and she knitted it herself and everybody wants to get it away from me,0.4554718416184187,0.045454545454545456,"And it is made of mother's best yarn, and she knitted it herself, and everybody wants to get it away from me.",0.6345284301787615,0.0,"and it is made of mother's best yarn, and she knitted it herself, and everybody wants to get it away from me.",0.26713799871504307,0.0,"and it is made of mother's best yarn, and she knitted it herself. And everybody wants to get it away from me.",4.769946817308664,0.0,"and it is made of mother's best yarn, and she knitted it herself. And everybody wants to get it away from me.",5.3487399108707905,0.0,and it is made of mother's best yarn and she needed it herself and everybody wants to get it away from me,2.0752082588151097,0.045454545454545456,and it is made of mother's best yarn and she knitted it herself and everybody wants to get it away from me,2.9232060369104147,0.0
1798,test.clean,IF SPOKEN TO SHE WOULD NOT SPEAK AGAIN,16000,42080,2.63,"If spoken to, she would not speak again.",0.10254429467022419,0.0,"If spoken to, she would not speak again.",0.10752436611801386,0.0,"If spoken to, she would not speak again.",0.14775306172668934,0.0,"If spoken to, she would not speak again.",0.25027723237872124,0.0,"If spoken to, she would not speak again.",0.3358749821782112,0.0,"If spoken to, she would not speak again.",0.18891618587076664,0.0,"If spoken to, she would not speak again.",1.9514145506545901,0.0,"If spoken to, she would not speak again.",2.1681265560910106,0.0,if spoken to she would not speak again,1.2291265558451414,0.0,if spoken to she would not speak again,1.1648603873327374,0.0
1799,test.clean,YOU MUST SEE LIEUTENANT I SHOULD THINK THAT WE ARE NOT SO NEAR THE COAST OF ALGERIA AS YOU IMAGINED,16000,100560,6.285,"You must see Lieutenant, I should think that we are not so near the coast of Algeria as you imagine.",0.15067855920642614,0.05,"You must see, Lieutenant, I should think that we are not so near the coast of Algeria as you imagined.",0.1836244221776724,0.0,"You must see, Lieutenant, I should think, that we are not so near the coast of Algeria as you imagined.",0.2897957731038332,0.0,"You must see, Lieutenant, I should think, that we are not so near the coast of Algeria as you imagined.",0.4541677189990878,0.0,you must see lieutenant i should think that we are not so near the coast of algeria as you imagined,0.530977288261056,0.0,you must see lieutenant i should think that we are not so near the coast of algeria as you imagined,0.2259488683193922,0.0,"You must see, Lieutenant, I should think that we are not so near the coast of Algeria as you imagine.",4.085569256916642,0.05,"You must see, Lieutenant, I should think that we are not so near the coast of Algeria as you imagined.",4.585262591950595,0.0,you must see lieutenant i should think that we are not so near the coast of algeria is you imagined,1.8735965061932802,0.05,you must see lieutenant i should think that we are not so near the coast of algeria as you imagined,2.0748540675267577,0.0
